formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,YS
Hf1 Sc1 Ti1 Zr1,Hf1 Sc1 Ti1 Zr1,4,0.5,0.3968502629920499,0.32987697769322355,0.3047534135511189,0.2871745887492587,21.0,72.0,51.0,38.75,17.25,21.0,11.0,45.0,34.0,35.75,12.375,11.0,44.955912,178.49,133.534088,90.63422800000001,44.222772000000006,44.955912,1814.0,2506.0,692.0,2097.25,219.75,1814.0,3.0,4.0,1.0,3.75,0.375,3.0,4.0,6.0,2.0,4.75,0.75,4.0,160.0,175.0,15.0,170.0,5.0,160.0,1.3,1.54,0.24,1.3825,0.07874999999999999,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.75,0.375,1.0,0.0,14.0,14.0,3.5,5.25,0.0,3.0,18.0,15.0,7.25,5.375,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,8.25,0.375,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,8.25,0.375,8.0,16.69,23.195,6.504999999999999,21.08,2.1950000000000003,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,7.220833333325001e-06,7.656249999987501e-06,0.0,194.0,194.0,0.0,194.0,0.0,194.0,2.0,0.0,1.75,3.5,False,0.014296815877557045,0.0021673806996735656,Hf0.49233607418159947 Sc0.12400368214092361 Ti0.13203345208611472 Zr0.25162679159136214 ,Hf0.25Sc0.25Ti0.25Zr0.25,0.049555779018507135,5.687569935861447,-0.01041594613567487,3.75,1.082114146327356,-0.011525651318350769,90.63422800000001,362.53691200000003,-4.693284286836905,0.05717913296665634,0.11249999999999996,3.75,4.25,5.359999999999999,7.0,0.0,0.0,7.0,0.0,39.435,0.21124421594766493,4.39,-0.021270988004410955,1101.0
Hf1 Ti1 Y1 Zr1,Hf1 Ti1 Y1 Zr1,4,0.5,0.3968502629920499,0.32987697769322355,0.3047534135511189,0.2871745887492587,22.0,72.0,50.0,43.25,14.375,22.0,12.0,45.0,33.0,36.0,12.0,12.0,47.867,178.49,130.62300000000002,101.6217125,38.434143750000004,47.867,1799.0,2506.0,707.0,2093.5,223.5,1799.0,3.0,4.0,1.0,3.75,0.375,3.0,4.0,6.0,2.0,5.0,0.5,4.0,160.0,190.0,30.0,175.0,7.5,160.0,1.22,1.54,0.32000000000000006,1.3475,0.09624999999999995,1.22,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.75,0.375,1.0,0.0,14.0,14.0,3.5,5.25,0.0,3.0,18.0,15.0,7.25,5.375,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,8.25,0.375,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,8.25,0.375,8.0,16.69,32.365,15.675,23.612499999999997,4.376249999999999,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,194.0,0.0,194.0,0.0,194.0,2.0,0.0,1.75,3.5,False,0.025275098398206075,0.0034612803979706397,Hf0.4391039956151103 Ti0.11775780692536547 Y0.21871765347390695 Zr0.22442054398561725 ,Hf0.25Ti0.25Y0.25Zr0.25,0.08251844019435747,2.757594403996267,0.012000891045796519,6.9375,1.1500466190863656,-0.011525651318350769,101.6217125,406.48685,-1.6926355446239125,0.0623537917008371,0.12187499999999993,3.75,8.75,5.4775,7.0,0.0,0.0,7.0,0.0,38.0625,0.2592946643226082,5.4193750000000005,-0.031530509800920224,554.0
Hf1 Ti1 Zr1,Hf1 Ti1 Zr1,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.37204105801130144,22.0,72.0,50.0,44.666666666666664,18.22222222222222,22.0,43.0,45.0,2.0,44.0,0.6666666666666666,43.0,47.867,178.49,130.62300000000002,105.86033333333334,48.41977777777779,47.867,1941.0,2506.0,565.0,2191.6666666666665,209.55555555555551,1941.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,6.0,2.0,5.0,0.6666666666666666,4.0,160.0,175.0,15.0,170.0,6.666666666666667,160.0,1.3,1.54,0.24,1.39,0.09999999999999994,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,4.0,18.0,14.0,8.666666666666666,6.222222222222221,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,8.0,16.69,23.195,6.504999999999999,20.695,2.6699999999999995,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,7.5111111111e-06,1.00148148148e-05,0.0,194.0,194.0,0.0,194.0,0.0,194.0,2.0,0.0,2.0,4.666666666666667,False,0.014296815877557045,0.0028318042210530273,Hf0.5620298443546685 Ti0.15072375236553823 Zr0.28724640327979317 ,Hf0.3333333333333333Ti0.3333333333333333Zr0.3333333333333333,0.04940484060692036,20018382.12817077,0.0020561553257661216,3.5555555555555554,1.0660975172640503,-0.009133862567986662,105.86033333333334,317.581,-3.7421006791233467,0.03964205192185534,0.0777777777777777,4.0,1e-06,5.846666666666666,6.0,0.0,0.0,6.0,0.0,42.15,0.18837375611351756,4.184444444444444,-0.01729277456516349,773.0
Mo0.1 Nb1 Ti1 V0.3 Zr1,Mo0.1 Nb1 Ti1 V0.3 Zr1,5,0.5178475547546767,0.42550667098668465,0.3664510331241155,0.34410088292427715,0.3282715863893984,22.0,42.0,20.0,33.55882352941177,8.662629757785467,22.0,43.0,50.0,7.0,44.94117647058824,1.6955017301038071,43.0,47.867,95.96,48.092999999999996,75.55171470588236,20.628105363321797,47.867,1941.0,2896.0,955.0,2283.3823529411766,310.5173010380623,1941.0,4.0,6.0,2.0,4.4411764705882355,0.5190311418685121,4.0,4.0,5.0,1.0,4.617647058823529,0.4723183391003461,4.0,153.0,175.0,22.0,164.7941176470588,6.003460207612452,160.0,1.33,2.16,0.8300000000000001,1.5220588235294117,0.11297577854671285,1.33,1.0,2.0,1.0,1.6764705882352942,0.4377162629757785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.7647058823529416,0.8996539792387545,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.4411764705882355,0.5190311418685121,4.0,0.0,1.0,1.0,0.3235294117647059,0.4377162629757786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.23529411764706,0.8996539792387541,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.5588235294117645,0.5190311418685121,7.0,13.01,23.195,10.185,18.68735294117647,2.651557093425606,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,6.627450980382353e-06,9.356401384069204e-06,0.0,194.0,229.0,35.0,208.41176470588238,16.95501730103807,194.0,1.6764705882352942,0.0,2.7647058823529416,0.0,False,0.1582102508344636,0.0062138159747885426,Mo0.037349075224984964 Nb0.36168098556400236 Ti0.18634440106257613 V0.05949399360767891 Zr0.3551315445407576 ,Mo0.029411764705882356Nb0.29411764705882354Ti0.29411764705882354V0.08823529411764706Zr0.29411764705882354,0.05463631625717542,33.341289632067614,0.008853642319302543,4.070069204152249,1.1043598071255885,-0.011620739001701857,75.55171470588236,256.87383,-3.8928791943815204,0.07920706339678132,0.16539792387543248,4.4411764705882355,0.795847750865052,6.160294117647059,18.0,2.0,0.0,16.0,0.0,40.141176470588235,0.3386650137085417,3.86583044982699,-0.031368574154277414,932.0
Mo0.3 Nb1 Ti1 V0.3 Zr1,Mo0.3 Nb1 Ti1 V0.3 Zr1,5,0.49534873611463914,0.403014349945877,0.3461484153194953,0.32498754978435374,0.3100343370572708,22.0,42.0,20.0,34.02777777777778,8.520061728395062,22.0,43.0,50.0,7.0,45.22222222222223,1.9135802469135812,43.0,47.867,95.96,48.092999999999996,76.68550833333335,20.300950462962962,47.867,1941.0,2896.0,955.0,2317.416666666667,336.7546296296298,1941.0,4.0,6.0,2.0,4.527777777777779,0.5864197530864199,4.0,4.0,5.0,1.0,4.638888888888889,0.4614197530864197,4.0,153.0,175.0,22.0,164.19444444444443,6.00308641975308,160.0,1.33,2.16,0.8300000000000001,1.5575,0.13611111111111113,1.33,1.0,2.0,1.0,1.638888888888889,0.4614197530864197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.8888888888888893,0.9876543209876545,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.527777777777779,0.5864197530864199,4.0,0.0,1.0,1.0,0.36111111111111116,0.4614197530864198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.1111111111111125,0.9876543209876543,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.472222222222223,0.5864197530864197,7.0,13.01,23.195,10.185,18.520833333333336,2.5967592592592603,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,6.259259259250001e-06,9.041152263361113e-06,0.0,194.0,229.0,35.0,209.55555555555557,17.283950617283953,194.0,1.638888888888889,0.0,2.8888888888888893,0.0,False,0.1582102508344636,0.01087570846819425,Mo0.10425925235661881 Nb0.3365419261329971 Ti0.17339231577215872 V0.0553587940788482 Zr0.3304477116593772 ,Mo0.08333333333333334Nb0.2777777777777778Ti0.2777777777777778V0.08333333333333334Zr0.2777777777777778,0.05443291918986913,102.76528661088065,-0.008081736524028839,4.054783950617284,1.1044662537783183,-0.012317988973699241,76.68550833333335,276.06183,-4.157349721582051,0.09000275295697382,0.19027777777777777,4.527777777777779,0.27777777777777785,6.196944444444444,18.0,2.0,0.0,16.0,0.0,44.34444444444445,0.49142390244081074,7.417978395061731,-0.07236406587016453,1312.0
Mo0.3 Nb1 Ti1 V1 Zr1,Mo0.3 Nb1 Ti1 V1 Zr1,5,0.47031973060829496,0.3699917902600409,0.30689957954428737,0.2834937617090094,0.2671391917606152,22.0,42.0,20.0,32.23255813953488,9.053542455381288,22.0,43.0,50.0,7.0,45.348837209302324,1.7198485667928611,43.0,47.867,95.96,48.092999999999996,72.49462325581395,21.47941698215252,47.867,1941.0,2896.0,955.0,2295.5348837209303,295.16495402920503,1941.0,4.0,6.0,2.0,4.604651162790698,0.562466197944835,4.0,4.0,5.0,1.0,4.534883720930233,0.4975662520281234,4.0,153.0,175.0,22.0,162.37209302325584,6.6306111411573845,153.0,1.33,2.16,0.8300000000000001,1.5693023255813954,0.12493239588967008,1.33,1.0,2.0,1.0,1.6976744186046513,0.4218496484586262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.906976744186047,0.8436992969172525,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.604651162790698,0.562466197944835,4.0,0.0,1.0,1.0,0.3023255813953489,0.4218496484586263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.093023255813954,0.8436992969172527,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.395348837209303,0.5624661979448351,7.0,13.01,23.195,10.185,17.623720930232558,2.850027041644132,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.240310077511629e-06,8.043266630599243e-06,0.0,194.0,229.0,35.0,212.72093023255815,17.414818820984316,194.0,1.6976744186046513,0.0,2.906976744186047,0.0,False,0.1582102508344636,0.009320617210190939,Mo0.09233260216639964 Nb0.2980434932687217 Ti0.15355724646998303 V0.1634202367194652 Zr0.2926464213754305 ,Mo0.06976744186046512Nb0.23255813953488372Ti0.23255813953488372V0.23255813953488372Zr0.23255813953488372,0.058862779928681906,23.46388197866055,0.009461324560543345,4.451054624121147,1.1049810876736101,-0.012825285523967911,72.49462325581396,311.72087999999997,-3.7015660633952807,0.08817182756541754,0.19280692266089777,4.604651162790699,1.2547322877230935,6.052558139534885,18.0,2.0,0.0,16.0,0.0,44.69534883720931,0.44647359547005,7.067333693888589,-0.060556286911536264,1289.0
Mo0.5 Nb1 Hf0.5 Zr1 Ti1,Mo0.5 Nb1 Hf0.5 Zr1 Ti1,5,0.46770717334674267,0.37031200855092133,0.31271969089260543,0.29269984004769173,0.2790489542558652,22.0,72.0,50.0,40.0,9.0,22.0,43.0,50.0,7.0,45.375,1.96875,43.0,47.867,178.49,130.62300000000002,92.30559500000001,22.760095,47.867,1941.0,2896.0,955.0,2380.0,345.5,1941.0,4.0,6.0,2.0,4.5,0.625,4.0,4.0,6.0,2.0,4.875,0.4375,4.0,154.0,175.0,21.0,165.875,6.84375,160.0,1.3,2.16,0.8600000000000001,1.55,0.17750000000000002,1.33,1.0,2.0,1.0,1.625,0.46875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.875,1.09375,2.0,0.0,14.0,14.0,1.75,3.0625,0.0,4.0,18.0,14.0,6.25,2.9375,4.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.125,1.09375,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.5,0.625,7.0,15.69,23.195,7.505000000000001,19.2525,2.708125,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,207.125,16.40625,194.0,1.625,0.0,2.875,1.75,False,0.16881260156382927,0.015820854973071695,Mo0.12992522081735178 Nb0.2516339782539253 Hf0.24171724685938215 Zr0.24707730547930165 Ti0.12964624859003915 ,Mo0.125Nb0.25Hf0.125Zr0.25Ti0.25,0.05361548904108026,123.43972561953674,-0.0037872468983846386,4.078125,1.080458203585528,-0.012966357733144616,92.30559500000001,369.21238,-4.510632616853297,0.09647180673862646,0.19921875,4.5,0.25,6.325000000000001,17.0,2.0,0.0,15.0,0.0,48.83375,0.530640243698188,10.51953125,-0.09407710090395485,1176.0
Mo0.5 Nb1 Ti1 V0.3 Zr1,Mo0.5 Nb1 Ti1 V0.3 Zr1,5,0.48093860217097534,0.38584404895712293,0.3285567221076998,0.30799413852131746,0.29372624222880817,22.0,42.0,20.0,34.44736842105264,8.358725761772853,22.0,43.0,50.0,7.0,45.47368421052632,2.0775623268698067,43.0,47.867,95.96,48.092999999999996,77.6999552631579,19.926574653739614,47.867,1941.0,2896.0,955.0,2347.8684210526317,355.89335180055406,1941.0,4.0,6.0,2.0,4.605263157894737,0.6371191135734072,4.0,4.0,5.0,1.0,4.657894736842105,0.4501385041551247,4.0,153.0,175.0,22.0,163.6578947368421,6.149584487534626,160.0,1.33,2.16,0.8300000000000001,1.5892105263157896,0.1623268698060942,1.33,1.0,2.0,1.0,1.6052631578947367,0.47783933518005545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0000000000000004,1.0526315789473684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.605263157894737,0.6371191135734072,4.0,0.0,1.0,1.0,0.39473684210526316,0.47783933518005545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.000000000000001,1.0526315789473684,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.394736842105264,0.6371191135734072,7.0,13.01,23.195,10.185,18.37184210526316,2.538504155124654,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.929824561394738e-06,8.73868882731856e-06,0.0,194.0,229.0,35.0,210.57894736842107,17.451523545706376,194.0,1.6052631578947367,0.0,3.0000000000000004,0.0,False,0.1582102508344636,0.014547551996332364,Mo0.16247257449733335 Nb0.31467039286694937 Ti0.16212371739553585 V0.051761079760824925 Zr0.30897223547935665 ,Mo0.13157894736842105Nb0.2631578947368421Ti0.2631578947368421V0.07894736842105263Zr0.2631578947368421,0.05412952098691947,26.146235890238408,-0.006430102718541156,4.020083102493074,1.1045617268107226,-0.012647715131480424,77.69995526315789,295.24983,-4.316618896214328,0.09714171024248412,0.20914127423822712,4.605263157894737,1.1357340720221603,6.229736842105263,18.0,2.0,0.0,16.0,0.0,48.105263157894726,0.551749749202231,10.220567867036008,-0.09987573514757153,1301.0
Mo0.5 Nb1 Ti1 V1 Zr1,Mo0.5 Nb1 Ti1 V1 Zr1,5,0.4581228472908512,0.3563927033328696,0.293680717557935,0.27096744364926284,0.25527253251330995,22.0,42.0,20.0,32.666666666666664,9.037037037037036,22.0,43.0,50.0,7.0,45.55555555555556,1.8271604938271604,43.0,47.867,95.96,48.092999999999996,73.53752888888889,21.451803456790127,47.867,1941.0,2896.0,955.0,2322.222222222222,317.6296296296296,1941.0,4.0,6.0,2.0,4.666666666666667,0.5925925925925926,4.0,4.0,5.0,1.0,4.555555555555555,0.4938271604938272,4.0,153.0,175.0,22.0,162.0,6.666666666666667,153.0,1.33,2.16,0.8300000000000001,1.5955555555555556,0.14271604938271604,1.33,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.666666666666667,0.5925925925925926,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,0.8888888888888888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.333333333333333,0.5925925925925926,7.0,13.01,23.195,10.185,17.537777777777777,2.7997530864197526,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0.0,194.0,229.0,35.0,213.44444444444446,17.28395061728395,194.0,1.6666666666666667,0.0,3.0,0.0,False,0.1582102508344636,0.012392588326431796,Mo0.1449643781091641 Nb0.2807612174082485 Ti0.14465311417451235 V0.15394419152486935 Zr0.27567709878320584 ,Mo0.1111111111111111Nb0.2222222222222222Ti0.2222222222222222V0.2222222222222222Zr0.2222222222222222,0.05805102553687607,17.170935054600406,0.010078738802598094,4.37037037037037,1.1050396343289803,-0.01314521343892854,73.53752888888889,330.90887999999995,-3.900747593656244,0.09308845478206287,0.20617283950617285,4.666666666666666,1.7777777777777777,6.086666666666666,18.0,2.0,0.0,16.0,0.0,47.85555555555555,0.5098136260286238,9.472839506172837,-0.08500662826159114,1473.0
Mo0.7 Nb1 Ti1 V0.3 Zr1,Mo0.7 Nb1 Ti1 V0.3 Zr1,5,0.47302219821061253,0.3748147232899992,0.314894851611888,0.2936194195855067,0.2792924723136264,22.0,42.0,20.0,34.825,8.186249999999998,22.0,43.0,50.0,7.0,45.7,2.2,43.0,47.867,95.96,48.092999999999996,78.6129575,19.523697375,47.867,1941.0,2896.0,955.0,2375.2749999999996,369.6162499999999,1941.0,4.0,6.0,2.0,4.675,0.675,4.0,4.0,5.0,1.0,4.675,0.43875000000000003,4.0,153.0,175.0,22.0,163.175,6.324999999999999,160.0,1.33,2.16,0.8300000000000001,1.61775,0.191625,1.33,1.0,2.0,1.0,1.575,0.48874999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.1,1.1149999999999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.675,0.675,4.0,0.0,1.0,1.0,0.425,0.48874999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.9,1.1149999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.325,0.675,7.0,13.01,23.195,10.185,18.23775,2.478624999999999,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,211.5,17.5,194.0,1.575,0.0,3.1,0.0,False,0.1582102508344636,0.01744900749414258,Mo0.21358117119686265 Nb0.29546820113852074 Ti0.15223041069835647 V0.048602453464330286 Zr0.29011776350192975 ,Mo0.175Nb0.25Ti0.25V0.075Zr0.25,0.05375532739579644,16.653388518175333,-0.004940158822503332,3.971875,1.1046478399846953,-0.012795332770171867,78.6129575,314.43783,-4.42800969009059,0.10203858971046217,0.22337500000000002,4.675,1.8249999999999995,6.259250000000001,18.0,2.0,0.0,16.0,0.0,51.489999999999995,0.5783912324541878,12.4395625,-0.11849774837998837,1436.0
Mo0.7 Nb1 Ti1 V1 Zr1,Mo0.7 Nb1 Ti1 V1 Zr1,5,0.45084298085993807,0.3471352782306913,0.28306693526657,0.26012081035554063,0.2445759544132955,22.0,42.0,20.0,33.06382978723404,8.990493435943865,22.0,43.0,50.0,7.0,45.744680851063826,1.9103666817564513,43.0,47.867,95.96,48.092999999999996,74.49167659574466,21.35100135808058,47.867,1941.0,2896.0,955.0,2346.6382978723404,335.2829334540516,1941.0,4.0,6.0,2.0,4.723404255319148,0.6156631960162969,4.0,4.0,5.0,1.0,4.574468085106383,0.48890900860117703,4.0,153.0,175.0,22.0,161.65957446808508,6.672702580353097,153.0,1.33,2.16,0.8300000000000001,1.6195744680851063,0.16541421457673147,1.33,1.0,2.0,1.0,1.6382978723404256,0.4617473970122228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.085106382978723,0.959710276143051,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.723404255319148,0.6156631960162969,4.0,0.0,1.0,1.0,0.36170212765957444,0.4617473970122228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.914893617021276,0.9597102761430513,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.276595744680852,0.6156631960162969,7.0,13.01,23.195,10.185,17.45914893617021,2.7475328202806693,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.7943262411276595e-06,7.54851365624355e-06,0.0,194.0,229.0,35.0,214.1063829787234,17.111815301041197,194.0,1.6382978723404256,0.0,3.085106382978723,0.0,False,0.1582102508344636,0.01491904096894782,Mo0.19182690231343966 Nb0.2653733446581986 Ti0.13672501165962975 V0.14550686655648 Zr0.26056787481225197 ,Mo0.14893617021276595Nb0.2127659574468085Ti0.2127659574468085V0.2127659574468085Zr0.2127659574468085,0.05725876361018311,14.136365189889126,0.010645928038966607,4.28700769578995,1.1050932700928504,-0.013308089344004216,74.49167659574469,350.09688,-4.059118926608721,0.09667825860861912,0.21661385242191042,4.72340425531915,2.2091444092349475,6.117872340425532,18.0,2.0,0.0,16.0,0.0,50.74680851063831,0.5425290423286273,11.452014486192844,-0.1029053728054648,1706.0
